Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season
IndiGo,2019-04-09,Kolkata,Banglore,CCU → MAA → BLR,11:30,16:05,4h 35m,1 stop,No info,4966,Economy,2,2 Stop(s),2019-03-12,28,0,1
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,6144,Business,1,1 Stop(s),2019-02-02,29,0,1
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 10 May,28h,1 stop,In-flight meal not included,12373,Business,2,2 Stop(s),2019-04-09,30,0,0
Air India,2019-03-18,Banglore,New Delhi,BLR → BOM → UDR → DEL,08:50,16:30 16 Mar,31h 40m,2 stops,No info,10835,Business,3,3 Stop(s),2019-02-15,31,0,1
Air India,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 07 Jun,27h 20m,1 stop,No info,7952,Business,2,2 Stop(s),2019-05-05,32,0,0
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,Economy,1,1 Stop(s),2019-03-07,33,0,1
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1 stop,No info,10197,Business,2,2 Stop(s),2019-04-23,34,0,0
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 04 Jun,14h 55m,1 stop,No info,5883,Business,2,2 Stop(s),2019-04-29,35,0,0
Air India,2019-05-18,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,Economy,1,1 Stop(s),2019-04-12,36,1,1
IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2 stops,No info,6223,Business,3,3 Stop(s),2019-02-12,37,1,1
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 May,11h 5m,1 stop,In-flight meal not included,7757,Business,2,2 Stop(s),2019-03-29,38,0,0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1 stop,No info,11873,Business,2,2 Stop(s),2019-01-23,39,0,1
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 Jun,11h 5m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-27,40,0,0
IndiGo,2019-05-15,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 May,5h 45m,1 stop,No info,7189,Business,2,2 Stop(s),2019-04-04,41,0,0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 Jun,14h 45m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-16,42,0,0
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5989,Business,1,1 Stop(s),2019-03-19,43,1,1
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,Economy,1,1 Stop(s),2019-05-11,44,0,0
Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-04-22,45,0,0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10 25 Mar,28h 15m,1 stop,No info,14231,Business,2,2 Stop(s),2019-02-06,46,0,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 19 May,23h 20m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-01,47,1,1
GoAir,2019-03-03,Delhi,Cochin,DEL → HYD → COK,05:45,13:20,7h 35m,1 stop,No info,5628,Business,2,2 Stop(s),2019-01-14,48,0,1
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 10 Jun,21h 25m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-21,49,0,0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,8937,Business,2,2 Stop(s),2019-04-26,50,0,0
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,5618,Business,1,1 Stop(s),2019-01-14,51,0,1
Air India,2019-04-09,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,6674,Business,2,2 Stop(s),2019-02-16,52,0,1
GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898,Economy,1,1 Stop(s),2019-03-02,53,0,1
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 25 May,25h 50m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-31,54,0,0
Air India,2019-06-03,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 04 Jun,23h,2 stops,No info,13381,Business,3,3 Stop(s),2019-04-09,55,0,0
Air India,2019-05-21,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 May,26h,2 stops,No info,11972,Business,3,3 Stop(s),2019-03-26,56,0,0
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 04 Mar,10h 55m,1 stop,No info,17024,First Class,2,2 Stop(s),2019-01-05,57,0,1
IndiGo,2019-04-09,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 10 Apr,5h 45m,1 stop,No info,7398,Business,2,2 Stop(s),2019-02-10,58,0,1
Air India,2019-03-01,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30,17:45,7h 15m,2 stops,Change airports,17461,First Class,3,3 Stop(s),2019-01-01,59,1,1
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,No info,13731,Business,2,2 Stop(s),2019-05-14,10,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 16 Mar,15h 20m,1 stop,No info,13555,Business,2,2 Stop(s),2019-03-07,11,0,1
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-04-15,12,0,1
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,16289,First Class,2,2 Stop(s),2019-05-08,13,0,0
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,7520,Business,2,2 Stop(s),2019-05-04,14,1,1
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 19 May,14h 55m,1 stop,No info,7503,Business,2,2 Stop(s),2019-05-03,15,1,1
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1 stop,No info,8601,Business,2,2 Stop(s),2019-03-11,16,0,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 02 Apr,27h 35m,1 stop,In-flight meal not included,7064,Business,2,2 Stop(s),2019-03-15,17,0,1
Air Asia,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192,Business,2,2 Stop(s),2019-04-18,18,0,0
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,9158,Business,2,2 Stop(s),2019-05-21,19,0,0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 07 Mar,8h 35m,1 stop,No info,24318,First Class,2,2 Stop(s),2019-02-14,20,0,1
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → HYD → COK,07:10,18:10,11h,1 stop,No info,7038,Business,2,2 Stop(s),2019-04-30,21,0,0
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,22:20,01:10 25 Mar,2h 50m,non-stop,No info,7303,Business,1,1 Stop(s),2019-03-02,22,0,1
IndiGo,2019-03-15,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,8021,Business,2,2 Stop(s),2019-02-20,23,0,1
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323,Business,2,2 Stop(s),2019-04-21,24,0,0
Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1 stop,No info,10203,Business,2,2 Stop(s),2019-05-12,25,0,0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 Jun,6h 30m,1 stop,No info,7408,Business,2,2 Stop(s),2019-05-20,26,0,0
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227,Economy,1,1 Stop(s),2019-02-28,27,0,1
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,16108,First Class,2,2 Stop(s),2019-05-18,28,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 16 Jun,18h 20m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-17,29,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-10,30,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 04 Jun,20h 10m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-03,31,0,0
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640,Business,2,2 Stop(s),2019-04-16,32,1,1
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8610,Business,2,2 Stop(s),2019-05-10,33,0,0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,12767,Business,2,2 Stop(s),2019-02-15,34,1,1
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,08:50,21:00,12h 10m,1 stop,No info,6093,Business,2,2 Stop(s),2019-05-08,35,0,0
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442,Business,2,2 Stop(s),2019-03-22,36,0,1
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030,Economy,1,1 Stop(s),2019-04-02,37,0,0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408,Business,2,2 Stop(s),2019-04-29,38,0,0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,10696,Business,2,2 Stop(s),2019-04-25,39,0,0
SpiceJet,2019-03-12,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,6982,Business,1,1 Stop(s),2019-01-31,40,0,1
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-04-29,41,0,0
Air India,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1 stop,No info,23677,First Class,2,2 Stop(s),2019-01-18,42,1,1
Air India,2019-05-01,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 02 May,23h 5m,2 stops,No info,13227,Business,3,3 Stop(s),2019-03-19,43,1,1
IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-02-11,44,0,1
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6758,Business,2,2 Stop(s),2019-04-03,45,1,1
Air India,2019-05-18,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934,Business,1,1 Stop(s),2019-04-02,46,1,1
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,13h 25m,2 stops,No info,18799,First Class,3,3 Stop(s),2019-01-15,47,0,1
Jet Airways,2019-05-06,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,Business,1,1 Stop(s),2019-03-19,48,0,0
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1 stop,No info,27992,First Class,2,2 Stop(s),2019-01-11,49,1,1
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-02-10,50,0,1
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 07 May,21h 25m,1 stop,In-flight meal not included,7757,Business,2,2 Stop(s),2019-03-16,51,0,0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6373,Business,2,2 Stop(s),2019-04-05,52,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 16 Jun,22h,2 stops,No info,13376,Business,3,3 Stop(s),2019-04-23,53,0,0
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644,Business,1,1 Stop(s),2019-04-10,54,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 07 May,24h 40m,1 stop,No info,13067,Business,2,2 Stop(s),2019-03-12,55,0,0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513,Business,2,2 Stop(s),2019-03-20,56,0,0
IndiGo,2019-05-09,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,4392,Economy,1,1 Stop(s),2019-03-13,57,0,0
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4778,Economy,1,1 Stop(s),2019-01-07,58,0,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 19 May,24h 45m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-20,59,1,1
Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,12:30 25 May,30h 40m,2 stops,No info,12723,Business,3,3 Stop(s),2019-05-14,10,0,0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1 stop,In-flight meal not included,11134,Business,2,2 Stop(s),2019-03-13,11,0,1
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-27,12,0,0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Jun,16h 55m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-24,13,0,0
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4778,Economy,1,1 Stop(s),2019-03-10,14,0,1
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,23:30,02:20 16 Mar,2h 50m,non-stop,No info,8033,Business,1,1 Stop(s),2019-02-28,15,0,1
Air India,2019-05-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 May,25h 35m,1 stop,No info,8425,Business,2,2 Stop(s),2019-05-11,16,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 04 Jun,22h,2 stops,In-flight meal not included,10919,Business,3,3 Stop(s),2019-05-17,17,0,0
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411,First Class,2,2 Stop(s),2019-02-16,18,0,1
Air India,2019-06-12,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,09:25 13 Jun,20h 20m,2 stops,No info,10975,Business,3,3 Stop(s),2019-05-24,19,0,0
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 25 Mar,28h 20m,1 stop,No info,6535,Business,2,2 Stop(s),2019-03-04,20,0,1
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355,Business,2,2 Stop(s),2019-04-18,21,0,0
SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,Economy,1,1 Stop(s),2019-05-27,22,0,0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:45 25 Mar,22h 25m,1 stop,No info,12102,Business,2,2 Stop(s),2019-03-01,23,0,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 02 May,16h 45m,1 stop,In-flight meal not included,9314,Business,2,2 Stop(s),2019-04-07,24,1,1
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 19 May,6h 55m,1 stop,No info,7503,Business,2,2 Stop(s),2019-04-23,25,1,1
SpiceJet,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,9748,Business,2,2 Stop(s),2019-02-05,26,0,1
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-05-31,27,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-04-11,28,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 25 Jun,27h 10m,2 stops,No info,13882,Business,3,3 Stop(s),2019-05-26,29,0,0
Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,15:50,18:45,2h 55m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-21,30,0,0
Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,2575,Economy,1,1 Stop(s),2019-02-21,31,0,1
IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,21:15,00:15 22 May,3h,non-stop,No info,3943,Economy,1,1 Stop(s),2019-04-19,32,0,0
SpiceJet,2019-04-24,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760,Economy,2,2 Stop(s),2019-03-22,33,0,1
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,In-flight meal not included,8824,Business,2,2 Stop(s),2019-02-18,34,0,1
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,6902,Business,2,2 Stop(s),2019-02-14,35,1,1
Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 22 Mar,14h 25m,1 stop,No info,6151,Business,2,2 Stop(s),2019-02-13,36,1,1
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 22 May,12h 45m,2 stops,No info,12324,Business,3,3 Stop(s),2019-04-14,37,0,0
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,In-flight meal not included,11087,Business,2,2 Stop(s),2019-01-30,38,0,1
Air Asia,2019-03-03,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,5964,Business,1,1 Stop(s),2019-01-23,39,0,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 02 May,25h 40m,1 stop,No info,14151,Business,2,2 Stop(s),2019-03-22,40,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 16 May,28h 50m,1 stop,No info,11467,Business,2,2 Stop(s),2019-04-04,41,0,0
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 May,2h 20m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-04-09,42,0,0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 22 Mar,10h 35m,1 stop,No info,13542,Business,2,2 Stop(s),2019-02-06,43,1,1
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 22 May,12h 15m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-07,44,0,0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6144,Business,1,1 Stop(s),2019-01-17,45,0,1
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-12,46,0,0
Air Asia,2019-04-06,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-02-18,47,1,1
Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 10 Jun,26h 55m,1 stop,No info,10413,Business,2,2 Stop(s),2019-04-22,48,0,0
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,13994,Business,2,2 Stop(s),2019-04-21,49,0,0
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,13143,Business,3,3 Stop(s),2019-04-01,50,0,0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,13069,Business,2,2 Stop(s),2019-01-29,51,1,1
Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 May,17h 25m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-04-05,52,0,0
GoAir,2019-06-09,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898,Economy,1,1 Stop(s),2019-04-17,53,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,13941,Business,2,2 Stop(s),2019-03-16,54,0,0
Air India,2019-03-21,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 19 Mar,24h 50m,1 stop,No info,6383,Business,2,2 Stop(s),2019-01-25,55,1,1
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10406,Business,2,2 Stop(s),2019-04-06,56,0,0
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 07 Jun,10h 30m,1 stop,No info,5883,Business,2,2 Stop(s),2019-04-10,57,0,0
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838,Business,2,2 Stop(s),2019-01-28,58,0,1
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,14781,Business,2,2 Stop(s),2019-03-23,59,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Jun,8h 40m,1 stop,In-flight meal not included,10577,Business,2,2 Stop(s),2019-05-30,10,0,0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → HYD → COK,13:05,22:30,9h 25m,1 stop,No info,9646,Business,2,2 Stop(s),2019-05-04,11,0,0
Vistara,2019-06-06,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,Business,1,1 Stop(s),2019-05-25,12,0,0
Jet Airways,2019-05-12,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,Business,1,1 Stop(s),2019-04-29,13,1,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 May,7h 30m,1 stop,No info,14781,Business,2,2 Stop(s),2019-04-17,14,1,1
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-21,15,0,0
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,22:10,00:55 10 Mar,2h 45m,non-stop,No info,4148,Economy,1,1 Stop(s),2019-02-21,16,0,1
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268,Business,2,2 Stop(s),2019-06-10,17,0,0
Air India,2019-06-01,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,6245,Business,1,1 Stop(s),2019-05-14,18,0,0
Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 02 Jun,21h 40m,2 stops,No info,13376,Business,3,3 Stop(s),2019-05-13,19,0,0
Air Asia,2019-04-18,Banglore,Delhi,BLR → DEL,23:55,02:45 19 Apr,2h 50m,non-stop,No info,4483,Economy,1,1 Stop(s),2019-03-29,20,1,1
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Jun,26h 10m,1 stop,In-flight meal not included,11627,Business,2,2 Stop(s),2019-05-13,21,0,0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:10 25 Mar,16h 10m,1 stop,No info,13310,Business,2,2 Stop(s),2019-03-02,22,0,1
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7754,Business,1,1 Stop(s),2019-05-29,23,1,1
IndiGo,2019-04-01,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-03-08,24,0,1
Air India,2019-06-12,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 13 Jun,21h 15m,2 stops,No info,10231,Business,3,3 Stop(s),2019-05-18,25,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 04 Jun,26h 55m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-08,26,0,0
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 07 Jun,26h 20m,2 stops,No info,11447,Business,3,3 Stop(s),2019-05-10,27,0,0
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 04 Mar,23h,2 stops,No info,18799,First Class,3,3 Stop(s),2019-02-03,28,0,1
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4462,Economy,1,1 Stop(s),2019-02-08,29,0,1
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 13 May,22h 45m,1 stop,No info,13067,Business,2,2 Stop(s),2019-04-12,30,1,1
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 02 Apr,24h 55m,1 stop,No info,12681,Business,2,2 Stop(s),2019-03-01,31,0,1
Vistara,2019-06-03,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687,Economy,1,1 Stop(s),2019-05-02,32,0,0
