"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","20:45 25 May","25h 50m","1 stop","In-flight meal not included","10844","Economy","2","2 Stop(s)","2019-03-30 00:00:00","55","0","0","77278.394866685"
"Air India","2019-06-03 00:00:00","Delhi","Cochin","DEL → CCU → BOM → COK","20:15","19:15 04 Jun","23h","2 stops","No info","13381","Economy","3","3 Stop(s)","2019-04-26 00:00:00","38","0","0","71895.17222541"
"Air India","2019-05-21 00:00:00","Delhi","Cochin","DEL → HYD → BOM → COK","17:15","19:15 22 May","26h","2 stops","No info","11972","First Class","3","3 Stop(s)","2019-04-20 00:00:00","31","0","0","88582.47034551"
"Jet Airways","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:30","04:25 04 Mar","10h 55m","1 stop","No info","17024","Business","2","2 Stop(s)","2019-01-13 00:00:00","49","0","1","77041.336832818"
"IndiGo","2019-04-09 00:00:00","Delhi","Cochin","DEL → LKO → COK","21:50","03:35 10 Apr","5h 45m","1 stop","No info","7398","Economy","2","2 Stop(s)","2019-02-21 00:00:00","47","0","1","73158.04540387"
"Air India","2019-03-01 00:00:00","Banglore","New Delhi","BLR → VGA → VTZ → DEL","10:30","17:45","7h 15m","2 stops","Change airports","17461","First Class","3","3 Stop(s)","2019-02-05 00:00:00","24","1","1","78529.064912276"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","08:15 25 May","12h 15m","1 stop","No info","13731","Economy","2","2 Stop(s)","2019-05-19 00:00:00","5","0","0","79563.098100051"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","16:55","08:15 16 Mar","15h 20m","1 stop","No info","13555","Business","2","2 Stop(s)","2019-03-05 00:00:00","13","0","1","64145.488540458"
"IndiGo","2019-04-27 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:50","2h 35m","non-stop","No info","4804","Economy","1","1 Stop(s)","2019-02-27 00:00:00","59","0","1","67598.748076193"
"Jet Airways","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:05","19:00","11h 55m","1 stop","No info","16289","Business","2","2 Stop(s)","2019-05-01 00:00:00","20","0","0","81757.628394589"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → HYD → COK","05:05","12:10","7h 5m","1 stop","No info","7520","Economy","2","2 Stop(s)","2019-03-24 00:00:00","55","1","1","61924.424890464"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:35","01:30 19 May","14h 55m","1 stop","No info","7503","First Class","2","2 Stop(s)","2019-04-10 00:00:00","38","1","1","60140.864285776"
"Multiple carriers","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:25","19:15","10h 50m","1 stop","No info","8601","Business","2","2 Stop(s)","2019-02-12 00:00:00","43","0","1","80928.935877818"
"Jet Airways","2019-04-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","12:00 02 Apr","27h 35m","1 stop","In-flight meal not included","7064","First Class","2","2 Stop(s)","2019-03-07 00:00:00","25","0","1","71061.755119829"
"Air Asia","2019-05-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:35","19:25","11h 50m","1 stop","No info","5192","Business","2","2 Stop(s)","2019-04-16 00:00:00","20","0","0","77284.720032535"
"SpiceJet","2019-06-09 00:00:00","Kolkata","Banglore","CCU → IXB → BLR","15:55","21:25","5h 30m","1 stop","No info","9158","First Class","2","2 Stop(s)","2019-04-13 00:00:00","57","0","0","82055.820663678"
"Multiple carriers","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:00","01:35 07 Mar","8h 35m","1 stop","No info","24318","Economy","2","2 Stop(s)","2019-01-06 00:00:00","59","0","1","79376.823392"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:10","18:10","11h","1 stop","No info","7038","Business","2","2 Stop(s)","2019-04-14 00:00:00","37","0","0","88865.656353523"
"IndiGo","2019-03-24 00:00:00","Banglore","New Delhi","BLR → DEL","22:20","01:10 25 Mar","2h 50m","non-stop","No info","7303","First Class","1","1 Stop(s)","2019-03-10 00:00:00","14","0","1","85138.347224964"
"IndiGo","2019-03-15 00:00:00","Banglore","New Delhi","BLR → LKO → DEL","05:25","10:10","4h 45m","1 stop","No info","8021","First Class","2","2 Stop(s)","2019-01-26 00:00:00","48","0","1","79197.630639826"
"Multiple carriers","2019-05-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","19:15","9h 15m","1 stop","No info","14323","First Class","2","2 Stop(s)","2019-04-19 00:00:00","26","0","0","66692.448979219"
"Air India","2019-06-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:00","20:25","13h 25m","1 stop","No info","10203","Economy","2","2 Stop(s)","2019-06-02 00:00:00","4","0","0","64874.788040291"
"Multiple carriers","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:00","01:30 16 Jun","6h 30m","1 stop","No info","7408","Business","2","2 Stop(s)","2019-05-29 00:00:00","17","0","0","81427.238986473"
"IndiGo","2019-03-27 00:00:00","Mumbai","Hyderabad","BOM → HYD","21:20","22:45","1h 25m","non-stop","No info","2227","First Class","1","1 Stop(s)","2019-03-20 00:00:00","7","0","1","68884.205925664"
"Multiple carriers","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","19:15","7h 45m","1 stop","No info","16108","Business","2","2 Stop(s)","2019-05-11 00:00:00","35","0","0","78540.462869965"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:15","12:35 16 Jun","18h 20m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-04-22 00:00:00","54","0","0","85392.260174134"
"Jet Airways","2019-06-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","19:00","10h","1 stop","No info","14714","Business","2","2 Stop(s)","2019-05-27 00:00:00","13","0","0","63006.806619369"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","22:50","19:00 04 Jun","20h 10m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-05-19 00:00:00","15","0","0","79563.098100051"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → HYD → COK","14:20","22:30","8h 10m","1 stop","No info","7640","Economy","2","2 Stop(s)","2019-03-29 00:00:00","50","1","1","62818.215322753"
"Vistara","2019-06-12 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:10","18:50","11h 40m","1 stop","No info","8610","Business","2","2 Stop(s)","2019-04-24 00:00:00","49","0","0","68923.108525654"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","18:50","10h 50m","1 stop","No info","12767","Business","2","2 Stop(s)","2019-03-03 00:00:00","18","1","1","63311.254234929"
"IndiGo","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:50","21:00","12h 10m","1 stop","No info","6093","First Class","2","2 Stop(s)","2019-05-03 00:00:00","40","0","0","88682.509041697"
"IndiGo","2019-04-27 00:00:00","Delhi","Cochin","DEL → HYD → COK","06:50","16:10","9h 20m","1 stop","No info","6442","Business","2","2 Stop(s)","2019-04-22 00:00:00","5","0","1","85392.260174134"
"Jet Airways","2019-05-09 00:00:00","Banglore","Delhi","BLR → DEL","06:00","08:45","2h 45m","non-stop","In-flight meal not included","4030","Business","1","1 Stop(s)","2019-04-27 00:00:00","12","0","0","86433.095913335"
"Multiple carriers","2019-06-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","21:00","8h","1 stop","No info","7408","Business","2","2 Stop(s)","2019-05-29 00:00:00","8","0","0","81427.238986473"
"Multiple carriers","2019-06-03 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:05","16:10","9h 5m","1 stop","No info","10696","First Class","2","2 Stop(s)","2019-04-29 00:00:00","35","0","0","86452.060855646"
"SpiceJet","2019-03-12 00:00:00","Kolkata","Banglore","CCU → BLR","09:00","11:30","2h 30m","non-stop","No info","6982","First Class","1","1 Stop(s)","2019-02-11 00:00:00","29","0","1","73110.95861398"
"IndiGo","2019-06-09 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:05","20:35","1h 30m","non-stop","No info","2754","Economy","1","1 Stop(s)","2019-05-28 00:00:00","12","0","0","87584.47841234"
"Air India","2019-03-01 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","06:45","12:15","5h 30m","1 stop","No info","23677","Business","2","2 Stop(s)","2019-02-18 00:00:00","11","1","1","69462.850527726"
"Air India","2019-05-01 00:00:00","Kolkata","Banglore","CCU → GAU → DEL → BLR","09:50","08:55 02 May","23h 5m","2 stops","No info","13227","First Class","3","3 Stop(s)","2019-03-30 00:00:00","32","1","1","77278.394866685"
"IndiGo","2019-03-27 00:00:00","Mumbai","Hyderabad","BOM → HYD","12:00","13:25","1h 25m","non-stop","No info","2754","First Class","1","1 Stop(s)","2019-03-13 00:00:00","14","0","1","74059.536049431"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → BOM → COK","04:55","21:00","16h 5m","1 stop","No info","6758","First Class","2","2 Stop(s)","2019-03-27 00:00:00","52","1","1","67961.684728183"
"Air India","2019-05-18 00:00:00","Delhi","Cochin","DEL → COK","14:10","17:10","3h","non-stop","No info","6934","First Class","1","1 Stop(s)","2019-04-16 00:00:00","32","1","1","77284.720032535"
"Jet Airways","2019-03-03 00:00:00","Delhi","Cochin","DEL → IDR → BOM → COK","05:25","18:50","13h 25m","2 stops","No info","18799","Business","3","3 Stop(s)","2019-01-16 00:00:00","46","0","1","62613.878991046"
"Jet Airways","2019-05-06 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:35","21:05","1h 30m","non-stop","No info","5678","First Class","1","1 Stop(s)","2019-03-15 00:00:00","52","0","0","78145.365592351"
"Jet Airways","2019-03-01 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","07:00","20:20","13h 20m","1 stop","No info","27992","Business","2","2 Stop(s)","2019-01-06 00:00:00","54","1","1","79376.823392"
"Jet Airways","2019-04-01 00:00:00","Banglore","Delhi","BLR → DEL","19:50","22:50","3h","non-stop","In-flight meal not included","4544","Business","1","1 Stop(s)","2019-02-09 00:00:00","51","0","1","80454.608973105"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","16:20 07 May","21h 25m","1 stop","In-flight meal not included","7757","First Class","2","2 Stop(s)","2019-04-28 00:00:00","8","0","0","77438.186179076"
"IndiGo","2019-05-27 00:00:00","Delhi","Cochin","DEL → BLR → COK","17:05","22:15","5h 10m","1 stop","No info","6373","First Class","2","2 Stop(s)","2019-05-03 00:00:00","24","0","0","88682.509041697"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → NAG → BOM → COK","14:35","12:35 16 Jun","22h","2 stops","No info","13376","Business","3","3 Stop(s)","2019-05-24 00:00:00","22","0","0","86757.70065047"
"IndiGo","2019-06-03 00:00:00","Kolkata","Banglore","CCU → BLR","14:25","16:55","2h 30m","non-stop","No info","5644","Business","1","1 Stop(s)","2019-05-07 00:00:00","27","0","0","60575.79594928"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","21:05 07 May","24h 40m","1 stop","No info","13067","Economy","2","2 Stop(s)","2019-04-25 00:00:00","11","0","0","84413.934591074"
"Multiple carriers","2019-05-15 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:10","16:10","9h","1 stop","No info","6513","Economy","2","2 Stop(s)","2019-04-04 00:00:00","41","0","0","81489.816123557"
"IndiGo","2019-05-09 00:00:00","Mumbai","Hyderabad","BOM → HYD","12:00","13:30","1h 30m","non-stop","No info","4392","Economy","1","1 Stop(s)","2019-04-05 00:00:00","34","0","0","68682.182788416"
"IndiGo","2019-03-06 00:00:00","Kolkata","Banglore","CCU → BLR","05:30","08:20","2h 50m","non-stop","No info","4778","Business","1","1 Stop(s)","2019-01-15 00:00:00","50","0","1","62131.081745937"
"Jet Airways","2019-05-18 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","20:45 19 May","24h 45m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-03-27 00:00:00","52","1","1","67961.684728183"
"Air India","2019-05-24 00:00:00","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50","12:30 25 May","30h 40m","2 stops","No info","12723","Economy","3","3 Stop(s)","2019-05-01 00:00:00","23","0","0","81757.628394589"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","09:15 25 Mar","12h 5m","1 stop","In-flight meal not included","11134","Business","2","2 Stop(s)","2019-03-10 00:00:00","14","0","1","85138.347224964"
"Jet Airways","2019-05-09 00:00:00","Banglore","Delhi","BLR → DEL","18:55","22:00","3h 5m","non-stop","No info","7229","Economy","1","1 Stop(s)","2019-03-26 00:00:00","44","0","0","76998.043626197"
"Jet Airways","2019-06-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","04:25 07 Jun","16h 55m","1 stop","In-flight meal not included","10262","Economy","2","2 Stop(s)","2019-05-31 00:00:00","6","0","0","64483.44913974"
"IndiGo","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BLR","05:30","08:20","2h 50m","non-stop","No info","4778","Economy","1","1 Stop(s)","2019-01-25 00:00:00","58","0","1","63548.232776068"
"IndiGo","2019-03-15 00:00:00","Banglore","New Delhi","BLR → DEL","23:30","02:20 16 Mar","2h 50m","non-stop","No info","8033","Business","1","1 Stop(s)","2019-02-06 00:00:00","37","0","1","78362.871681673"
"Air India","2019-05-27 00:00:00","Delhi","Cochin","DEL → TRV → COK","05:15","06:50 28 May","25h 35m","1 stop","No info","8425","Economy","2","2 Stop(s)","2019-05-25 00:00:00","2","0","0","84185.819671383"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → NAG → BOM → COK","14:35","12:35 04 Jun","22h","2 stops","In-flight meal not included","10919","First Class","3","3 Stop(s)","2019-04-24 00:00:00","40","0","0","68923.108525654"
"Multiple carriers","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:55","18:50","9h 55m","1 stop","No info","15411","Economy","2","2 Stop(s)","2019-02-02 00:00:00","32","0","1","73684.509966496"
"Air India","2019-06-12 00:00:00","Delhi","Cochin","DEL → HYD → MAA → COK","13:05","09:25 13 Jun","20h 20m","2 stops","No info","10975","Economy","3","3 Stop(s)","2019-05-08 00:00:00","35","0","0","69047.244500236"
"Air India","2019-03-24 00:00:00","Kolkata","Banglore","CCU → GAU → BLR","16:45","21:05 25 Mar","28h 20m","1 stop","No info","6535","Business","2","2 Stop(s)","2019-01-30 00:00:00","53","0","1","72439.858199716"
"Jet Airways","2019-05-09 00:00:00","Kolkata","Banglore","CCU → GAU → BLR","10:20","17:35","7h 15m","1 stop","No info","8355","First Class","2","2 Stop(s)","2019-03-16 00:00:00","54","0","0","82177.907381949"
"SpiceJet","2019-06-18 00:00:00","Chennai","Kolkata","MAA → CCU","17:45","20:05","2h 20m","non-stop","No check-in baggage included","3543","First Class","1","1 Stop(s)","2019-05-17 00:00:00","32","0","0","77229.757465487"
"Vistara","2019-03-24 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:20","18:45 25 Mar","22h 25m","1 stop","No info","12102","Economy","2","2 Stop(s)","2019-02-12 00:00:00","40","0","1","80928.935877818"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","09:45 02 May","16h 45m","1 stop","In-flight meal not included","9314","Economy","2","2 Stop(s)","2019-04-17 00:00:00","14","1","1","77761.257938155"
"IndiGo","2019-05-18 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:35","01:30 19 May","6h 55m","1 stop","No info","7503","Economy","2","2 Stop(s)","2019-05-08 00:00:00","10","1","1","69047.244500236"
"SpiceJet","2019-03-03 00:00:00","Delhi","Cochin","DEL → MAA → COK","06:10","11:20","5h 10m","1 stop","No info","9748","Economy","2","2 Stop(s)","2019-01-14 00:00:00","48","0","1","87767.89914878"
"IndiGo","2019-06-27 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:50","2h 35m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-06-17 00:00:00","10","0","0","70799.341934351"
"Jet Airways","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","16:20","9h 50m","1 stop","In-flight meal not included","8586","Business","2","2 Stop(s)","2019-03-20 00:00:00","50","0","0","68884.205925664"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → LKO → BOM → COK","09:25","12:35 25 Jun","27h 10m","2 stops","No info","13882","Business","3","3 Stop(s)","2019-05-05 00:00:00","50","0","0","72715.651456745"
"Jet Airways","2019-05-21 00:00:00","Banglore","Delhi","BLR → DEL","15:50","18:45","2h 55m","non-stop","No info","7229","First Class","1","1 Stop(s)","2019-05-07 00:00:00","14","0","0","60575.79594928"
"Air India","2019-03-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","06:20","07:40","1h 20m","non-stop","No info","2575","Business","1","1 Stop(s)","2019-01-25 00:00:00","58","0","1","63548.232776068"
"IndiGo","2019-05-21 00:00:00","Banglore","Delhi","BLR → DEL","21:15","00:15 22 May","3h","non-stop","No info","3943","First Class","1","1 Stop(s)","2019-04-25 00:00:00","26","0","0","84413.934591074"
"SpiceJet","2019-04-24 00:00:00","Delhi","Cochin","DEL → PNQ → COK","08:45","13:15","4h 30m","1 stop","No check-in baggage included","4760","Business","2","2 Stop(s)","2019-03-29 00:00:00","26","0","1","62818.215322753"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","22:35","16h 5m","1 stop","In-flight meal not included","8824","Economy","2","2 Stop(s)","2019-03-02 00:00:00","22","0","1","64769.087509366"
"Air India","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","19:15","10h 15m","1 stop","No info","6902","Business","2","2 Stop(s)","2019-01-28 00:00:00","52","1","1","88340.067511488"
"Air Asia","2019-03-21 00:00:00","Delhi","Cochin","DEL → BLR → COK","16:45","07:10 22 Mar","14h 25m","1 stop","No info","6151","First Class","2","2 Stop(s)","2019-01-24 00:00:00","56","1","1","83415.875288594"
"Air India","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → GOI → BLR","16:50","05:35 22 May","12h 45m","2 stops","No info","12324","First Class","3","3 Stop(s)","2019-04-28 00:00:00","23","0","0","77438.186179076"
"Jet Airways","2019-03-09 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","05:45","10:25","4h 40m","1 stop","In-flight meal not included","11087","First Class","2","2 Stop(s)","2019-02-11 00:00:00","26","0","1","73110.95861398"
"Air Asia","2019-03-03 00:00:00","Kolkata","Banglore","CCU → BLR","19:35","22:05","2h 30m","non-stop","No info","5964","First Class","1","1 Stop(s)","2019-01-12 00:00:00","50","0","1","75866.847592587"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","22:05 02 May","25h 40m","1 stop","No info","14151","First Class","2","2 Stop(s)","2019-03-05 00:00:00","57","1","1","64145.488540458"
